nombre,financiamiento,provincia,localidad,internacion,camas
CENTRO DE ATENCION PRIMARIA DE LA SALUD TROCHA,Público,Buenos Aires,Mercedes,No,0.0
CENTRO DE ATENCION PRIMARIA DE LA SEGUNDA ART,Privado,Buenos Aires,9 de Julio,No,0.0
CENTRO DE ATENCION PRIMARIA DE SALUD SAN ISIDRO LABRADOR,Público,Buenos Aires,San Isidro (San Isidro),No,0.0
CENTRO DE ATENCION PRIMARIA DELEGACION DE DON TORCUATO,Privado,Buenos Aires,Tigre (Don Torcuato Este),No,0.0
CENTRO DE ATENCION PRIMARIA DELEGACION QUILMES,Privado,Buenos Aires,Quilmes (Quilmes),No,0.0
CENTRO DE ATENCION PRIMARIA DELEGACION TEMPERLEY,Privado,Buenos Aires,Lomas de Zamora (Turdera),No,0.0
CENTRO DE ATENCION PRIMARIA DR. D. GRASSO,Público,Buenos Aires,Tandil,No,0.0
CENTRO DE ATENCION PRIMARIA DR. OSCAR BUSTOS,Público,Buenos Aires,Pergamino,No,0.0
CENTRO DE ATENCION PRIMARIA DR. PASCUAL GUIDICE,Público,Buenos Aires,Ensenada (Ensenada),No,0.0
CENTRO DE ATENCION PRIMARIA EVA PERON,Público,Buenos Aires,Mar de Ajó - San Bernardo (Mar de Ajó),No,0.0
CENTRO DE ATENCION PRIMARIA GERARDO RISSO,Público,Buenos Aires,Arrecifes,No,0.0
CENTRO DE ATENCION PRIMARIA JUAN C. SANGUINETTI,Público,Buenos Aires,Pilar (Pilar),No,0.0
CENTRO DE ATENCION PRIMARIA JUAN XXIII,Público,Buenos Aires,San Clemente del Tuyú,No,0.0
CENTRO DE ATENCION PRIMARIA JULIA AGUILERA,Público,Buenos Aires,Arrecifes,No,0.0
CENTRO DE ATENCION PRIMARIA LAS QUINTAS,Público,Buenos Aires,Santa Teresita - Mar del Tuyú (Santa Teresita),No,0.0
CENTRO DE ATENCION PRIMARIA MAR DE AJO NORTE,Público,Buenos Aires,Mar de Ajó - San Bernardo (Mar de Ajó),No,0.0
CENTRO DE ATENCION PRIMARIA N° 1 DE PEDRO LURO,Público,Buenos Aires,Pedro Luro,No,0.0
CENTRO DE ATENCION PRIMARIA PARQUE GOLF,Público,Buenos Aires,Santa Teresita - Mar del Tuyú (Santa Teresita),No,0.0
CENTRO DE ATENCION PRIMARIA PINZON,Público,Buenos Aires,Pinzón,No,0.0
CENTRO DE ATENCION PRIMARIA POLICONSULTORIOS UTA MORON,Privado,Buenos Aires,Morón (Morón),No,0.0
CENTRO DE ATENCION PRIMARIA RAMON CARRILLO DE ARRECIFES,Público,Buenos Aires,Arrecifes,No,0.0
CENTRO DE ATENCION PRIMARIA RAMON CARRILLO DE PERGAMINO,Público,Buenos Aires,Pergamino,No,0.0
CENTRO DE ATENCION PRIMARIA SAN MARTIN,Público,Buenos Aires,San Clemente del Tuyú,No,0.0
CENTRO DE ATENCION PRIMARIA SOCIO SANITARIA NUESTRA SEÑORA DE GUADALUPE,Público,Buenos Aires,San Nicolás de los Arroyos (San Nicolás de los Arroyos ),No,0.0
CENTRO DE ATENCION PRIMARIA SOCIO SANITARIA OSCAR FUSSI,Público,Buenos Aires,San Nicolás de los Arroyos (San Nicolás de los Arroyos ),No,0.0
CENTRO DE ATENCION PRIMARIA SOCIO SANITARIA ROSA MAYOR DE SAN NICOLAS,Público,Buenos Aires,San Nicolás de los Arroyos (San Nicolás de los Arroyos ),No,0.0
CENTRO DE ATENCION PRIMARIA VILLA CLELIA,Público,Buenos Aires,Mar de Ajó - San Bernardo (Mar de Ajó),No,0.0
CENTRO DE ATENCION PRIMARIA ZONAL - PLAN DE SALUD PROVINCIA SALUD- HOSPITAL FRANCES,Privado,Buenos Aires,Vicente López (Florida),No,0.0
CENTRO DE ATENCION Y REHABILITACION DE LA PERSONA CON DISCAPACIDAD,Público,Buenos Aires,José C. Paz (José C. Paz),No,0.0
CENTRO DE COLOPROCTOLOGIA Y ENDOSCOPIA DIGESTIVA,Privado,Buenos Aires,Vicente López (Florida),No,0.0
CENTRO DE CONSULTORIOS EXTERNOS Y DIAGNOSTICO POR IMAGENS DR RAMON CARILLO,Público,Buenos Aires,Marcos Paz (Marcos Paz),No,0.0
CENTRO DE DESARROLLO INFANTIL,Privado,Buenos Aires,La Matanza (Ramos Mejía),No,0.0
CENTRO DE DIA,Privado,Buenos Aires,Almirante Brown (Rafael Calzada),No,0.0
CENTRO DE DIA,Público,Buenos Aires,Los Toldos,No,0.0
CENTRO DE DIA ARCO IRIS (D),Privado,Buenos Aires,Avellaneda (Sarandí),No,0.0
CENTRO DE DIA TRIADE,Privado,Buenos Aires,Vicente López (Olivos),No,0.0
CENTRO DE DIA AAIAPA (ASOCIACION ARGENTINA PARA LA INVESTIGACION Y ASISTENCIA DE LA PERSONA CON AUTISMO),Privado,Buenos Aires,Vicente López (Florida),No,0.0
CENTRO DE DIA ABRIENDO CAMINOS,Privado,Buenos Aires,Mar del Plata (Mar del Plata),No,0.0
CENTRO DE DIA AFADIM,Privado,Buenos Aires,San Miguel (San Miguel),No,0.0
CENTRO DE DIA AGALMA,Privado,Buenos Aires,General San Martín (Villa José León Suárez),No,0.0
CENTRO DE DIA ALCANCEMOS UN SUEÑO,Privado,Buenos Aires,Florencio Varela (Florencio Varela),No,0.0
CENTRO DE DIA AMANECER,Privado,Buenos Aires,Pigüé,No,0.0
CENTRO DE DIA AMANECER (CALLE FRANCIA Nº 35),Privado,Buenos Aires,Pigüé,No,0.0
CENTRO DE DIA AMOR (D),Privado,Buenos Aires,Quilmes (Bernal),No,0.0
CENTRO DE DIA APADMSI,Privado,Buenos Aires,San Isidro (San Isidro),No,0.0
CENTRO DE DIA APANA,Privado,Buenos Aires,Ituzaingó (Villa Gobernador Udaondo),No,0.0
CENTRO DE DIA APANNE,Privado,Buenos Aires,Escobar (Belén de Escobar),No,0.0
CENTRO DE DIA APINE,Privado,Buenos Aires,Colón,No,0.0
CENTRO DE DIA APRENDER A VOLAR,Privado,Buenos Aires,Lanús (Lanús Este),No,0.0
CENTRO DE DIA APRENDIENDO A SER,Privado,Buenos Aires,Tortuguitas,No,0.0
CENTRO DE DIA APRENDIENDO A SER II,Privado,Buenos Aires,José C. Paz (Tortuguitas),No,0.0
CENTRO DE DIA ARAUCARIA,Privado,Buenos Aires,Tres de Febrero (Caseros),No,0.0
CENTRO DE DIA ARBOL,Privado,Buenos Aires,La Plata (La Plata),No,0.0
CENTRO DE DIA ARCAS DE AMOR,Privado,Buenos Aires,Pergamino,No,0.0
CENTRO DE DIA ARCO IRIS,Privado,Buenos Aires,Avellaneda (Avellaneda),No,0.0
CENTRO DE DIA ARCO IRIS,Privado,Buenos Aires,Balcarce,No,0.0
CENTRO DE DIA ASDEMAR,Privado,Buenos Aires,Mar del Plata (Mar del Plata),No,0.0
CENTRO DE DIA ASOCIACION EDUCADORA ITA WEGMAN,Privado,Buenos Aires,Pilar (Del Viso),No,0.0
CENTRO DE DIA ASOMO,Privado,Buenos Aires,La Plata (La Plata),No,0.0
CENTRO DE DIA AVANCEMOS JUNTOS,Privado,Buenos Aires,Mar del Plata (Mar del Plata),No,0.0
CENTRO DE DIA BARRIO PARQUE QUIRNO,Privado,Buenos Aires,Hurlingham (Hurlingham),No,0.0
CENTRO DE DIA BELLA VISTA (D),Privado,Buenos Aires,San Miguel (Bella Vista),No,0.0
CENTRO DE DIA BETANIA,Privado,Buenos Aires,Lomas de Zamora (Turdera),No,0.0
CENTRO DE DIA BRICOLAGE,Privado,Buenos Aires,Berisso (Berisso),No,0.0
CENTRO DE DIA CAMINEMOS JUNTOS,Privado,Buenos Aires,Tres Arroyos,No,0.0
CENTRO DE DIA CANDAI,Privado,Buenos Aires,General San Martín (Villa San Andrés),No,0.0
CENTRO DE DIA CEMID (D),Privado,Buenos Aires,Mar del Plata (Mar del Plata),No,0.0
CENTRO DE DIA CETAPSI SRL (D),Privado,Buenos Aires,General San Martín (Ciudad del Libertad General San Martín),No,0.0
CENTRO DE DIA CI.DE.LI. (D),Privado,Buenos Aires,Mar del Plata (Mar del Plata),No,0.0
CENTRO DE DIA COLOR ESPERANZA,Privado,Buenos Aires,San Miguel (Bella Vista),No,0.0
CENTRO DE DIA CONVIVIENDO,Privado,Buenos Aires,Florencio Varela (Florencio Varela),No,0.0
CENTRO DE DIA CRECIENDO DE SAN NICOLAS,Privado,Buenos Aires,San Nicolás de los Arroyos (San Nicolás de los Arroyos ),No,0.0
CENTRO DE DIA CREE,Privado,Buenos Aires,Moreno (Moreno),No,0.0
CENTRO DE DIA CUMELEN (D),Privado,Buenos Aires,General San Martín (Villa Ballester),No,0.0
CENTRO DE DIA DE EXCELENCIA EN REHABILITACION Y ESTIMULACION NEUROCOGNITIVA LA FONTANA,Privado,Buenos Aires,La Plata (La Plata),No,0.0
CENTRO DE DIA DE LA ALMUDENA (D),Privado,Buenos Aires,Mar del Plata (Mar del Plata),No,0.0
CENTRO DE DIA DESPERTARES,Público,Buenos Aires,Benito Juárez (Est. Juárez),No,0.0
CENTRO DE DIA DESPERTARES,Privado,Buenos Aires,Mar del Plata (Mar del Plata),No,0.0
CENTRO DE DIA DESPERTARES SRL,Privado,Buenos Aires,La Matanza (Ramos Mejía),No,0.0
CENTRO DE DIA DR. MIGUEL ANGEL SOLANAS PACHECO,Privado,Buenos Aires,San Miguel (Muñiz),No,0.0
CENTRO DE DIA EL PORTAL,Privado,Buenos Aires,Malvinas Argentinas (Ingeniero Adolfo Sourdeaux),No,0.0
CENTRO DE DIA EL RINCON DE APAD,Privado,Buenos Aires,San Miguel (Muñiz),No,0.0
CENTRO DE DIA EL SOLCITO ECOLOGICO,Privado,Buenos Aires,Luján,No,0.0
CENTRO DE DIA ENSUEÑO (D),Privado,Buenos Aires,Ensenada (Ensenada),No,0.0
CENTRO DE DIA ESPERANZA (D),Privado,Buenos Aires,Pergamino,No,0.0
CENTRO DE DIA ESPERANZA NUESTRO LUGAR,Privado,Buenos Aires,Coronel Suárez,No,0.0
CENTRO DE DIA FIDME,Privado,Buenos Aires,Florencio Varela (Florencio Varela),No,0.0
CENTRO DE DIA FUNDACION CAMILA DRAGONE,Privado,Buenos Aires,Ezeiza (José María Ezeiza),No,0.0
CENTRO DE DIA FUNDACION PERTENECER,Privado,Buenos Aires,Martínez,No,0.0
CENTRO DE DIA HERMANDAD,Privado,Buenos Aires,Coronel Pringles (Est. Pringles),No,0.0
CENTRO DE DIA HORIZONTE (D),Privado,Buenos Aires,Junín,No,0.0
CENTRO DE DIA IACADI SA,Privado,Buenos Aires,Lomas de Zamora (Temperley),No,0.0
CENTRO DE DIA IFI (D),Privado,Buenos Aires,Verónica,No,0.0
CENTRO DE DIA INBARE SA (D),Privado,Buenos Aires,Bahía Blanca (Bahía Blanca),No,0.0
CENTRO DE DIA INCUDI (D),Privado,Buenos Aires,Bahía Blanca (Bahía Blanca),No,0.0
CENTRO DE DIA INDAD,Privado,Buenos Aires,Esteban Echeverría (Monte Grande),No,0.0
CENTRO DE DIA INDAD (D),Privado,Buenos Aires,Lanús (Lanús Oeste),No,0.0
CENTRO DE DIA INDRA (D),Privado,Buenos Aires,La Plata (City Bell),No,0.0
CENTRO DE DIA INSTITUTO EDUCATIVO SIN FRONTERAS,Privado,Buenos Aires,Moreno (Moreno),No,0.0
CENTRO DE DIA INSTITUTO JHAITI,Privado,Buenos Aires,Esteban Echeverría (Monte Grande),No,0.0
CENTRO DE DIA INSTITUTO RENACER,Privado,Buenos Aires,Junín,No,0.0
CENTRO DE DIA INSTITUTO THELESNCO,Privado,Buenos Aires,Vicente López (Florida),No,0.0
CENTRO DE DIA JUNTOS HACIENDO CAMINO,Privado,Buenos Aires,José C. Paz (José C. Paz),No,0.0
CENTRO DE DIA LA CASA DEL ANGEL,Privado,Buenos Aires,Mar del Plata (Mar del Plata),No,0.0
CENTRO DE DIA LIHUEN (D),Privado,Buenos Aires,La Plata (La Plata),No,0.0
CENTRO DE DIA LOS CIPRESES,Privado,Buenos Aires,Merlo (Merlo),No,0.0
CENTRO DE DIA LUZ DEL ALMA,Privado,Buenos Aires,Florencio Varela (Florencio Varela),No,0.0
CENTRO DE DIA MADRE TERESA DE CALCUTA (D),Privado,Buenos Aires,Parada Robles - Pavón (Parada Robles),No,0.0
CENTRO DE DIA MANOS ABIERTAS,Privado,Buenos Aires,Tandil,No,0.0
CENTRO DE DIA MELODIA,Privado,Buenos Aires,Tigre (Benavídez),No,0.0
CENTRO DE DIA MI ARBOLITO,Privado,Buenos Aires,Martínez,No,0.0
CENTRO DE DIA MI ENCUENTRO,Privado,Buenos Aires,San Miguel (San Miguel),No,0.0
CENTRO DE DIA MI LUGAR (D),Privado,Buenos Aires,Tres de Febrero (Ciudadela),No,0.0
CENTRO DE DIA MIL FORMAS (D),Privado,Buenos Aires,La Plata (La Plata),No,0.0
CENTRO DE DIA MIMOS,Privado,Buenos Aires,Carhué,No,0.0
CENTRO DE DIA MOLINO AZUL,Privado,Buenos Aires,San Miguel (San Miguel),No,0.0
CENTRO DE DIA MUNICIPAL,Público,Buenos Aires,Salto,No,0.0
CENTRO DE DIA NEPEN-HUE (D),Privado,Buenos Aires,General San Martín (Villa Ballester),No,0.0
CENTRO DE DIA Nº 1,Privado,Buenos Aires,Bahía Blanca (Bahía Blanca),No,0.0
CENTRO DE DIA NUEVA LUZ,Privado,Buenos Aires,Berazategui (Berazategui),No,0.0
CENTRO DE DIA NUEVA VIDA,Privado,Buenos Aires,La Plata (Manuel B. Gonnet),No,0.0
CENTRO DE DIA NUEVO DIA (D),Privado,Buenos Aires,Mar del Plata (Mar del Plata),No,0.0
CENTRO DE DIA NUEVOS HORIZONTES (D),Privado,Buenos Aires,Mar del Plata (Mar del Plata),No,0.0
CENTRO DE DIA NUEVOS LOGROS,Privado,Buenos Aires,General San Martín (Villa Bernardo Monteagudo),No,0.0
CENTRO DE DIA OCUPACIONAL ARCO IRIS,Privado,Buenos Aires,Tres de Febrero (Caseros),No,0.0
CENTRO DE DIA OCUPACIONAL CREI,Privado,Buenos Aires,General San Martín (Villa Ballester),No,0.0
CENTRO DE DIA OCUPACIONAL DE LOS BUENOS AYRES (D),Privado,Buenos Aires,Hurlingham (Hurlingham),No,0.0
CENTRO DE DIA OCUPACIONAL SAN MARTIN DE PORRES,Privado,Buenos Aires,La Matanza (Isidro Casanova),No,0.0
CENTRO DE DIA OJOS BRILLANTES,Privado,Buenos Aires,Salliqueló,No,0.0
CENTRO DE DIA PARA DISCAPACITADOS,Privado,Buenos Aires,Berisso (Berisso),No,0.0
CENTRO DE DIA PARA DISCAPACITADOS MENTALES FUNDACION NOSOTROS,Privado,Buenos Aires,San Isidro (Acassuso),No,0.0
CENTRO DE DIA PARA DISCAPACITADOS SEVEROS MOTORES,Público,Buenos Aires,Berazategui (Guillermo Enrique Hudson),No,0.0
CENTRO DE DIA PARA DISCAPACITADOS UNION OCHO SA,Privado,Buenos Aires,Morón (El Palomar),No,0.0
CENTRO DE DIA PARA DISCAPACITADOS UNION OCHO SA (D),Privado,Buenos Aires,Morón (El Palomar),No,0.0
CENTRO DE DIA PARA EL JOVEN ESPECIAL PORTAL DE MI VIDA,Público,Buenos Aires,Carlos Casares,No,0.0
CENTRO DE DIA PARA JOVENES CON DISCAPACIDAD MENTAL,Público,Buenos Aires,Pehuajó,No,0.0
CENTRO DE DIA PARA LA TERCERA EDAD,Público,Buenos Aires,Azul,No,0.0
CENTRO DE DIA PARA PERSONAS CON CAPACIDADES DIFERENTES,Público,Buenos Aires,Rauch,No,0.0
CENTRO DE DIA PARA PERSONAS CON CAPACIDADES DIFERNETES,Público,Buenos Aires,Rauch,No,0.0
CENTRO DE DIA PIEDRA LIBRE (D),Privado,Buenos Aires,Berazategui (Berazategui),No,0.0
CENTRO DE DIA PLAZA,Privado,Buenos Aires,San Nicolás de los Arroyos (San Nicolás de los Arroyos ),No,0.0
CENTRO DE DIA PRISMA,Privado,Buenos Aires,La Plata (La Plata),No,0.0
CENTRO DE DIA PROTAGONISTAS (D),Privado,Buenos Aires,Lanús (Lanús Este),No,0.0
CENTRO DE DIA QUIMEY - CO,Privado,Buenos Aires,General San Martín (Ciudad del Libertad General San Martín),No,0.0
CENTRO DE DIA QUINTA SANS FRONTIERES,Privado,Buenos Aires,José C. Paz (José C. Paz),No,0.0
CENTRO DE DIA RESILIENCIA,Privado,Buenos Aires,Florencio Varela (Florencio Varela),No,0.0
CENTRO DE DIA SAN LORENZO,Privado,Buenos Aires,Morón (Morón),No,0.0
CENTRO DE DIA SANA SANA DE CITY BELL,Privado,Buenos Aires,La Plata (City Bell),No,0.0
CENTRO DE DIA SANTA CLARA,Privado,Buenos Aires,Olavarría,No,0.0
CENTRO DE DIA SENDEROS DEL SEMBRADOR,Privado,Buenos Aires,Vicente López (Vicente López),No,0.0
CENTRO DE DIA SER,Privado,Buenos Aires,San Pedro,No,0.0
CENTRO DE DIA SILOE,Privado,Buenos Aires,Remedios De Escalada,No,0.0
CENTRO DE DIA SIN LIMITES - SOBRE LAS CAPACIDADES DE APRENDIZAJE,Privado,Buenos Aires,Almirante Brown (Adrogué),No,0.0
CENTRO DE DIA SOL CRECIENDO (D),Privado,Buenos Aires,Mar del Plata (Mar del Plata),No,0.0
CENTRO DE DIA TA.P.QUI.,Privado,Buenos Aires,Quilmes (Quilmes Oeste),No,0.0
CENTRO DE DIA TACYP,Privado,Buenos Aires,General San Martín (Ciudad del Libertad General San Martín),No,0.0
CENTRO DE DIA TORNQUIST,Privado,Buenos Aires,Tornquist,No,0.0
CENTRO DE DIA TRIADE,Privado,Buenos Aires,Vicente López (Olivos),No,0.0
CENTRO DE DIA VIVENCIAS,Privado,Buenos Aires,Azul,No,0.0
CENTRO DE DIA Y CENTRO EDUCATIVO TERAPEUTICO MI LUGAR,Privado,Buenos Aires,Lomas de Zamora (Temperley),No,0.0
CENTRO DE DIA Y EDUCATIVO,Privado,Buenos Aires,Vicente López (Florida),No,0.0
CENTRO DE DIA Y EDUCATIVO TERAPEUTICO INSTITUTO MANNONI,Privado,Buenos Aires,Avellaneda (Wilde),No,0.0
CENTRO DE DIA Y HOGAR ASOC CIVIL PUENTES DE CHILAVERT,Privado,Buenos Aires,General San Martín (Villa Ballester),No,0.0
CENTRO DE DIA Y HOGAR COYRE,Privado,Buenos Aires,Baradero,No,0.0
CENTRO DE DIA Y HOGAR INSTITUTO UN LUGAR,Privado,Buenos Aires,Tigre (Don Torcuato Oeste),No,0.0
CENTRO DE DIA Y HOGAR LA CATA,Privado,Buenos Aires,Pilar (Pilar),No,0.0
CENTRO DE DIA Y HOGAR PARA DISCAPACITADOS CANALE,Privado,Buenos Aires,Almirante Brown (Adrogué),No,0.0
CENTRO DE DIA Y HOGAR PERMANENTE NUEVO ARCOBALENO ASOCIACION CIVIL,Privado,Buenos Aires,Mar del Plata (Mar del Plata),No,0.0
CENTRO DE DIA Y HOGAR QUERUBINES,Privado,Buenos Aires,Quilmes (Quilmes),No,0.0
CENTRO DE DIA Y HOGAR SAN CAYETANO,Privado,Buenos Aires,Merlo (Merlo),No,0.0
CENTRO DE DIA Y HOGAR SER ESPECIAL,Privado,Buenos Aires,Quilmes (Quilmes),No,0.0
CENTRO DE DIA Y RESIDENCIA GRUPO ILUSIONES,Privado,Buenos Aires,Olavarría,No,0.0
CENTRO DE DIABETES Y ENFERMEDADES METABOLICAS DR. ALBERTO MAGGIO,Público,Buenos Aires,Los Polvorines,No,0.0
CENTRO DE DIAGNOSTICO ALTA COMPLEJIDAD CEDIAC BERAZATEGUI,Privado,Buenos Aires,Berazategui (Berazategui),No,0.0
CENTRO DE DIAGNOSTICO BIOIMAGENES,Privado,Buenos Aires,Lanús (Lanús Este),No,0.0
CENTRO DE DIAGNOSTICO DE LA MUJER DE JUNIN SRL,Privado,Buenos Aires,Junín,No,0.0
CENTRO DE DIAGNOSTICO DELTER,Privado,Buenos Aires,Berazategui (Berazategui),No,0.0
CENTRO DE DIAGNOSTICO EN MEDICINA LABORAL,Privado,Buenos Aires,Almirante Brown (Adrogué),No,0.0
CENTRO DE DIAGNOSTICO GENERAL ARENALES,Privado,Buenos Aires,General Arenales,No,0.0
CENTRO DE DIAGNOSTICO NEUROFISIOLOGICO CEDINE SRL,Privado,Buenos Aires,Vicente López (Olivos),No,0.0
CENTRO DE DIAGNOSTICO ODONTOLOGICO RAYOS PANORAMIC DIGITAL,Privado,Buenos Aires,La Plata (La Plata),No,0.0
CENTRO DE DIAGNOSTICO POR IMAGEN Y CONSULTORIOS OPEN IMAGE,Privado,Buenos Aires,La Plata (Tolosa),No,0.0
CENTRO DE DIAGNOSTICO POR IMAGENES DIAGNOSIS,Privado,Buenos Aires,General Rodríguez,No,0.0
CENTRO DE DIAGNOSTICO POR IMAGENES DIAGNOSTICO ROJAS,Privado,Buenos Aires,San Isidro (Martínez),No,0.0
CENTRO DE DIAGNOSTICO POR IMAGENES IDAC,Privado,Buenos Aires,Avellaneda (Villa Domínico),No,0.0
CENTRO DE DIAGNOSTICO POR IMAGENES IMADEX SA,Privado,Buenos Aires,Morón (Morón),No,0.0
CENTRO DE DIAGNOSTICO POR IMAGENES INSTITUTO TC HAEDO,Privado,Buenos Aires,Morón (Haedo),No,0.0
CENTRO DE DIAGNOSTICO POR IMAGENES PEHUAJO,Privado,Buenos Aires,Pehuajó,No,0.0
CENTRO DE DIAGNOSTICO POR IMAGENES SAN PEDRO,Privado,Buenos Aires,San Pedro,No,0.0
CENTRO DE DIAGNOSTICO POR IMAGENES TC BERNAL,Privado,Buenos Aires,Quilmes (Bernal),No,0.0
CENTRO DE DIAGNOSTICO POR IMAGENES TC SRL,Privado,Buenos Aires,La Plata (La Plata),No,0.0
CENTRO DE DIAGNOSTICO POR IMAGENES VIVENCIAL SRL,Privado,Buenos Aires,La Matanza (San Justo),No,0.0
CENTRO DE DIAGNOSTICO RIVADAVIA,Privado,Buenos Aires,San Fernando (San Fernando),No,0.0
CENTRO DE DIAGNOSTICO SAN MARTIN,Privado,Buenos Aires,Azul,No,0.0
CENTRO DE DIAGNOSTICO TESLA SRL,Privado,Buenos Aires,Morón (Morón),No,0.0
CENTRO DE DIAGNOSTICO TOMOGRAFIA COMPUTADA DRES. SARACCO-MILLET,Privado,Buenos Aires,Vicente López (Olivos),No,0.0
CENTRO DE DIAGNOSTICO Y TRATAMIENTO DE BAJA Y MEDIANA COMPLEJIDAD CLUB DE CAMPO LA MARTONA,Privado,Buenos Aires,Alejandro Petión,No,0.0
CENTRO DE DIAGNOSTICO Y TRATAMIENTO DE BAJA Y MEDIANA COMPLEJIDAD OSECAC,Privado,Buenos Aires,Pilar (Pilar),No,0.0
CENTRO DE DIAGNOSTICO Y TRATAMIENTO DE BAJA Y MEDIANA COMPLEJIDAD OSECAC,Privado,Buenos Aires,San Isidro (San Isidro),No,0.0
CENTRO DE DIAGNOSTICO Y TRATAMIENTO DE BAJA Y MEDIANA COMPLEJIDAD OSECAC,Privado,Buenos Aires,Tigre (General Pacheco),No,0.0
CENTRO DE DIAGNOSTICO Y TRATAMIENTO DE BAJA Y MEDIANA COMPLEJIDADA DIAGNOSTICO MEDICO DEL SUR,Privado,Buenos Aires,Berazategui (Berazategui),No,0.0
CENTRO DE DIAGNOSTICO Y TRATAMIENTO O.S.P.I.A.,Privado,Buenos Aires,Tigre (Tigre),No,0.0
CENTRO DE DIAGNOSTICO Y TRATAMIENTO ORTODONCICO,Privado,Buenos Aires,Bahía Blanca (Bahía Blanca),No,0.0
CENTRO DE DIAGNOSTICO Y TRATAMIENTO POR IMAGENES SAGRADA FAMILIA,Privado,Buenos Aires,Bahía Blanca (Bahía Blanca),No,0.0
CENTRO DE DIALISIS,Privado,Buenos Aires,Berazategui (Berazategui),No,0.0
CENTRO DE DIALISIS,Privado,Buenos Aires,San Clemente del Tuyú,No,0.0
CENTRO DE DIALISIS CENEFA CENTRO NEFROLOGICO AZUL SA,Privado,Buenos Aires,Azul,No,0.0
CENTRO DE DIALISIS CEREHA SA,Privado,Buenos Aires,Avellaneda (Villa Domínico),No,0.0
CENTRO DE DIALISIS DIAVERUM ARGENTINA,Privado,Buenos Aires,Malvinas Argentinas (Los Polvorines),No,0.0
CENTRO DE DIALISIS DIAVERUM ARGENTINA (SEDE SAN MIGUEL),Privado,Buenos Aires,San Miguel (San Miguel),No,0.0
CENTRO DE DIALISIS DIAVERUM ARGENTINA SEDE JOSE C. PAZ (2152),Privado,Buenos Aires,José C. Paz (José C. Paz),No,0.0
CENTRO DE DIALISIS DIAVERUM ARGENTINA SEDE MARMOL (2142),Privado,Buenos Aires,José Marmol,No,0.0
CENTRO DE DIALISIS DIAVERUM ARGENTINA SEDE TIGRE (2148),Privado,Buenos Aires,Tigre (Tigre),No,0.0
CENTRO DE DIALISIS FRESENIUS CARE,Privado,Buenos Aires,Tres de Febrero (Ciudadela),No,0.0
CENTRO DE DIALISIS FRESENIUS MEDICAL CARE ARGENTINA SA,Privado,Buenos Aires,Escobar (Belén de Escobar),No,0.0
CENTRO DE DIALISIS FRESENIUS MEDICAL CARE ARGENTINA SA,Privado,Buenos Aires,Florencio Varela (Florencio Varela),No,0.0
CENTRO DE DIALISIS FRESENIUS MEDICAL CARE ARGENTINA SA,Privado,Buenos Aires,Quilmes (Quilmes),No,0.0
CENTRO DE DIALISIS FRESENIUS MEDICAL CARE DE ESTEBAN ECHEVERRIA,Privado,Buenos Aires,Esteban Echeverría (Monte Grande),No,0.0
CENTRO DE DIALISIS FRESENIUS MEDICAL CARE DE MORENO,Privado,Buenos Aires,Moreno (Moreno),No,0.0
CENTRO DE DIALISIS FRESENIUS MEDICAL CARE SA,Privado,Buenos Aires,Avellaneda (Avellaneda),No,0.0
CENTRO DE DIALISIS GAMBRO,Privado,Buenos Aires,San Miguel (San Miguel),No,0.0
CENTRO DE DIALISIS GLEW,Privado,Buenos Aires,Almirante Brown (Glew),No,0.0
CENTRO DE DIALISIS IEPTER,Privado,Buenos Aires,Mar del Plata (Mar del Plata),No,0.0
CENTRO DE DIALISIS INSTITUTO DE NEFROLOGIA SAN MIGUEL,Privado,Buenos Aires,San Miguel (San Miguel),No,0.0
CENTRO DE DIALISIS KOLFF SA,Privado,Buenos Aires,Pergamino,No,0.0
CENTRO DE DIALISIS MODELO,Privado,Buenos Aires,Morón (Castelar),No,0.0
CENTRO DE DIALISIS NEFROLOGIA LAMADRID,Privado,Buenos Aires,Mar del Plata (Mar del Plata),No,0.0
CENTRO DE DIALISIS NEFROLOGIA OLIVOS SA,Privado,Buenos Aires,San Isidro (Martínez),No,0.0
CENTRO DE DIALISIS SAN BRUNO,Privado,Buenos Aires,Cañuelas,No,0.0
CENTRO DE DIALISIS SEDITER SA,Privado,Buenos Aires,25 de Mayo,No,0.0
CENTRO DE DIALISIS UNIDAD RENAL SAN MIGUEL,Privado,Buenos Aires,Grand Bourg,No,0.0
CENTRO DE EDUCACION DEPORTE Y CULTURA,Público,Buenos Aires,San Nicolás de los Arroyos (San Nicolás de los Arroyos ),No,0.0
CENTRO DE EDUCACION MEDICA E INVESTIGACIONES CLINICAS NORBERTO QUIRNO (C.E.M.I.C.),Privado,Buenos Aires,San Isidro (San Isidro),No,0.0
CENTRO DE EMPLEADOS DE COMERCIO DE ZONA NORTE,Privado,Buenos Aires,Tigre (General Pacheco),No,0.0
CENTRO DE ESPECIALIDADES INTEGRADAS ADROGUE,Privado,Buenos Aires,Almirante Brown (Adrogué),No,0.0
CENTRO DE ESPECIALIDADES MEDICAS AMBULATORIAS CEMA,Público,Buenos Aires,Mar del Plata (Mar del Plata),No,0.0
CENTRO DE ESPECIALIDADES MEDICAS CEM SA,Privado,Buenos Aires,Lomas de Zamora (Lomas de Zamora),No,0.0
