id,institucion,provincia,localidad,direccion,cp,telefono,email,horario_atencion,tipo_api,lat,lon
1566,Unidades De Seguimiento Familiar,CHACO,Saenz Peña,Sin Dirección Física,,102,,Lunes a Viernes de 8 a 13 hs,Legal,-26.790690,-60.440250
1567,Hospital “4 De Junio”,CHACO,Saenz Peña,Avenida Malvinas Argentinas 1350,,(0364) 4420667/4429568/4428350/4429053,,24 hs,Salud,-26.790690,-60.440250
1568,Juzgado De Familia,CHACO,Saenz Peña,Rivadavia 340,,(03624) 429050,,Lunes a Viernes de 8 a 13 hs,Legal,-26.790690,-60.440250
1569,Hospital General Donovan,CHACO,Makalle,Alberdi S/N y Dorrego,,(0362) 4495018,,24 hs,Salud,-27.208054,-59.288273
1570,Hospital Rural “La Escondida”,CHACO,La Escondida,12 De Octubre S/N,,(03624) 4991017,,24 hs,Salud,-27.105667,-59.446281
1571,Hospital “Dr. Juan B. Justo”,CHACO,La Verde,Barrio Rivadavia S/N,,(0362) 4491017,,24 hs,Salud,-27.133480,-59.383850
1572,Unidades De Seguimiento Familiar,CHACO,Juan J. Castelli,Sin Dirección Física,,102,,Lunes a Viernes de 8 a 13 hs,Niñez / Familia,-27.496210,-58.812618
1573,Hospital General Güemes,CHACO,Juan J. Castelli,Avenida Güemes 110,,(0364) 4472345/4471006,,24 hs,Salud,-25.943991,-60.62413
1574,Juzgado De Familia,CHACO,Juan J. Castelli,Avenida San Martin 260,,(0364) 4471606/4471723,,Lunes a Viernes de 8 a 13 hs,Legal,-27.496210,-58.812618
1575,Unidades De Seguimiento Familiar,CHACO,General San Martin,Sin Dirección Física,,102,,Lunes a Viernes de 8 a 13 hs,Niñez / Familia,-26.540829,-59.347206
1576,Hospital “General San Martin”,CHACO,General San Martin,Uruguay (Ruta 90),,(03725) 422204/33,,24 hs,Salud,-26.540830,-59.347207
1577,Juzgado De Familia,CHACO,General San Martin,Urquiza 637,,(03725) 420185,,Lunes a Viernes de 8 a 13 hs,Legal,-26.540829,-59.347206
1578,Hospital “Dr. Dante Tardelli”,CHACO,Pampa Del Indio,Malvinas S/N,,(03725) 494108,,24 hs,Salud,-26.049177,-59.942371
1579,Hospital “Dr. Pedro Chutro”,CHACO,Aviaterai,Calle 9 (Entre Calle 10 y 12),,(0364) 4491110,,24 hs,Salud,-26.686624,-60.728106
1580,"Hospital ""Dr. Cespedes Oxley""",CHACO,Puerto Tirol,Brown S/N,,(0362) 4492942,,24 hs,Salud,-27.380678,-59.085751
1581,Unidades De Seguimiento Familiar,CHACO,Villa Angela,Sin Dirección Física,,102,,Lunes a Viernes de 8 a 13 hs,Niñez / Familia,-27.575827,-60.713688
1582,Juzgado Del Menor Y La Familia,CHACO,Villa Angela,Belgrano 78,,(03735) 429069,,Lunes a Viernes de 8 a 13 hs,Legal,-27.577322,-60.715375
1583,Hospital Ramos Mejía,CHACO,Presidencia De La Plaza,25 De Mayo S/N y Sargento Cabral,,(03734) 420129,,24 hs,Salud,-27.001741,-59.843952
1584,Hospital “Dr. Emilio Federico Rodríguez”,CHACO,Quitilipi,Brown 551,,(0364) 1180140/1182011,,24 hs,Salud,-26.870927,-60.215375
1585,Dirección Mujer - Programa Chaco Dice No A Las Violencias,CHACO,Resistencia,Santa María de Oro 229,,(0362) 4452633/137 (24 hs.),,Lunes a Viernes de 8 a 13 hs,Mujer,-27.451656,-58.986252
1586,Ministerio De Gobierno - Programa De Atención Víctimas Del Delito,CHACO,Resistencia,López y Planes 157,,(03624) 4452585,,Lunes a Viernes de 8 a 13 hs,Mujer,-27.451656,-58.986252
1587,Mesa De Atención A La Víctima Y Ciudadanía Del Poder Judicial,CHACO,Resistencia,French 166,,(0362) 4453948- Celular de guardia las 24hs: (0362) 4601590,,Lunes a Viernes de 8 a 13 hs,Legal,-27.451656,-58.986252
1588,Unidades De Seguimiento Familiar,CHACO,Resistencia,Sin Dirección Física,,102,,Lunes a Viernes de 8 a 13 hs,Niñez / Familia,-27.451656,-58.986252
1589,División De La Mujer De La Policía Del Chaco,CHACO,Resistencia,Colon 36,,(0362) 4453272,,24 hs,Comisaria Mujer,-27.451656,-58.986252
1590,Comisión Multisectorial De La Mujer Cámara De Diputados,CHACO,Resistencia,José María Paz 170 (1° P),,(0362) 4453379,,Lunes a Viernes de 8 a 13 hs,Mujer,-27.451656,-58.986252
1591,Subsecretaria De Género Y Familia,CHACO,Resistencia,Pasaje 2 De Febrero,,(03624) 458291,,Lunes a Viernes de 8 a 13 hs,Niñez / Familia,-27.451656,-58.986252
1592,"Hospital ""Dr. Julio C. Perrando""",CHACO,Resistencia,9 De Julio 1099,,(0362) 425050/425944,,24 hs,Salud,-27.451656,-58.986252
1593,Centro De Salud,CHACO,Resistencia,Ayacucho y Alsina,,(0362) 4453504,,24 hs,Salud,-27.451656,-58.986252
1594,Centro De Salud,CHACO,Resistencia,Calle 23 y Pasaje Dodero,,(0362) 4478405,,24 hs,Salud,-27.451656,-58.986252
1595,Centro Regional De Referencia Vº Rio Negro,CHACO,Resistencia,Avenida Sabin 795,,(0362) 4453495,,24 hs,Salud,-27.451656,-58.986252
1596,Centro De Salud,CHACO,Resistencia,"Manzana 86, Casa 283",,(0362) 4424394,,24 hs,Salud,-27.451656,-58.986252
1597,Centro De Salud,CHACO,Resistencia,Soldado Aguilera S/N,,(0362) 4478404,,24 hs,Salud,-27.451656,-58.986252
1598,Comisaría 1°,CHACO,Resistencia,Arturo Ilia 979,,(03624) 434113,,24 hs,Comisaria,-27.451656,-58.986252
1599,Comisaría 2°,CHACO,Resistencia,Avenida Rivadavia 260,,(03624) 434115/434116 (RPV: 34115/ 34116),,24 hs,Comisaria,-27.451656,-58.986252
1600,Comisaría 3°,CHACO,Resistencia,Santa Maria De Oro 790,,(03624) 452907 (RPV: 52907),,24 hs,Comisaria,-27.451656,-58.986252
1601,Comisaría 4°,CHACO,Resistencia,Avenida Marconi 1600,,(03624) 434117,,24 hs,Comisaria,-27.451656,-58.986252
1602,Comisaría 5°,CHACO,Resistencia,Avenida Soldado Aguilera,,(03624) 473640,,24 hs,Comisaria,-27.451656,-58.986252
1603,Comisaría 6°,CHACO,Resistencia,Manzana 122 – Barrio Santa Ines,,(03624) 434119,,24 hs,Comisaria,-27.451656,-58.986252
1604,Comisaría 7°,CHACO,Resistencia,Avenida Edison 1100,,(03624) 474234,,24 hs,Comisaria,-27.451656,-58.986252
1605,Comisaría 8°,CHACO,Resistencia,Alicia Lesaije 1202,,(03624) 434141,,24 hs,Comisaria,-27.451656,-58.986252
1606,Comisaría 9°,CHACO,Resistencia,Parcela 106,,(03624) 445727,,24 hs,Comisaria,-27.451656,-58.986252
1607,Comisaria 10°,CHACO,Resistencia,Andreani 398,,(03624) 463755,,24 hs,Comisaria,-27.451656,-58.986252
1608,Comisaria 11°,CHACO,Resistencia,Parcela 62,,(03624) 460992,,24 hs,Comisaria,-27.451656,-58.986252
1609,Comisaria 12°,CHACO,Resistencia,Mauricio Feldman 85,,(03624) 452735,,24 hs,Comisaria,-27.451656,-58.986252
1610,Fiscalías (Mesa De Entradas Única Informatizada),CHACO,Resistencia,Avenida 9 De Julio 236,,(0362) 4439175,,Lunes a Viernes de 8 a 13 hs,Legal,-27.451656,-58.986252
1614,Fiscalía De Investigación,CHACO,Resistencia,Avenida 9 De Julio 236 (PA),,(0362) 4452563/4453808/452564/4453796,,Lunes a Viernes de 8 a 13 hs,Legal,-27.452951,-58.984355
1619,Fiscalías En Lo Penal Esp.De Derechos Humanos,CHACO,Resistencia,Avenida 9 De Julio 320,,Sin Teléfono,,Lunes a Viernes de 8 a 13 hs,Legal,-27.453595,-58.983636
1620,Ministerio Publico Fiscal Civil - Comercial – Laboral. Fiscalía Nº7,CHACO,Resistencia,López y Planes 637 (PA),,(0362) 452578 (internos: 130 y 133),,Lunes a Viernes de 8 a 13 hs,Legal,-27.448438,-58.978407
1621,Ministerio Publico Fiscal Civil - Comercial – Laboral. Fiscalía Nº 8,CHACO,Resistencia,López y Planes 637 (PA),,(0362) 452578 (internos: 131 y 132),,Lunes a Viernes de 8 a 13 hs,Legal,-27.448438,-58.978407
1622,Ministerio Publico Fiscal Civil - Comercial – Laboral. Fiscalía Nº 12,CHACO,Resistencia,López y Planes 637 (PA),,(0362) 453877,,Lunes a Viernes de 8 a 13 hs,Legal,-27.448438,-58.978407
1623,Juzgado Del Menor Y La Familia,CHACO,Resistencia,French 166 (PB),,(03624) 453930,,Lunes a Viernes de 8 a 13 hs,Legal,-27.452930,-58.981632
1624,Juzgado Del Menor Y La Familia N° 1,CHACO,Resistencia,French 166 (3° P),,(03624) 453898,,Lunes a Viernes de 8 a 13 hs,Legal,-27.452930,-58.981632
1625,Juzgado Del Menor Y La Familia N°2,CHACO,Resistencia,French 166 (2°P),,(03624) 453897,,Lunes a Viernes de 8 a 13 hs,Legal,-27.452930,-58.981632
1626,Juzgado Del Menor Y La Familia,CHACO,Resistencia,Avenida Las Heras 320,,(03624) 452561/452562,,Lunes a Viernes de 8 a 13 hs,Legal,-27.460054,-58.982121
1628,Defensoría Oficial N°1 (Civil),CHACO,Resistencia,Güemes 661,,(03624) 452579,,Lunes a Viernes de 8 a 13 hs,Legal,-27.446804,-58.979952
1629,Defensoría Oficial N° 2 (Civil),CHACO,Resistencia,Güemes 656,,(03624) 427138,,Lunes a Viernes de 8 a 13 hs,Legal,-27.446804,-58.979952
1630,Defensoría Oficial N° 3 (Civil),CHACO,Resistencia,Güemes 657,,(03624) 427792,,Lunes a Viernes de 8 a 13 hs,Legal,-27.446804,-58.979952
1631,Defensoría Oficial N° 4 (Penal),CHACO,Resistencia,Güemes 658,,(03624) 427795,,Lunes a Viernes de 8 a 13 hs,Legal,-27.446804,-58.979952
1632,Defensoría Oficial N° 5 (Penal),CHACO,Resistencia,Güemes 659,,(03624) 4453889,,Lunes a Viernes de 8 a 13 hs,Legal,-27.446804,-58.979952
1633,Defensoría Oficial N° 7 (Penal),CHACO,Resistencia,Güemes 660,,(03624) 422687,,Lunes a Viernes de 8 a 13 hs,Legal,-27.446804,-58.979952
1634,Defensoría Oficial N° 10 (Civil),CHACO,Resistencia,Güemes 655,,(03624) 422521,,Lunes a Viernes de 8 a 13 hs,Legal,-27.446804,-58.979952
1635,Defensoría Oficial N° 6 (Penal),CHACO,Resistencia,Roque Sáenz Peña 94,,(03624) 428061,,Lunes a Viernes de 8 a 13 hs,Legal,-27.454319,-58.984775
1636,Defensoría Oficial N°11 (Penal),CHACO,Resistencia,Roque Sáenz Peña 95,,(03624) 452736,,Lunes a Viernes de 8 a 13 hs,Legal,-27.454319,-58.984775
1637,Defensoría Oficial N°12 (Penal),CHACO,Resistencia,Roque Sáenz Peña 96,,(03624) 452737,,Lunes a Viernes de 8 a 13 hs,Legal,-27.454319,-58.984775
1638,Defensoría Oficial N°14 (Penal),CHACO,Resistencia,Necochea 220,,(03624) 453893,,Lunes a Viernes de 8 a 13 hs,Legal,-27.450613,-58.991017
1639,Defensoría Oficial N°15 (Penal),CHACO,Resistencia,Necochea 220,,(03624) 453901,,Lunes a Viernes de 8 a 13 hs,Legal,-27.450613,-58.991017
1640,Juzgado De Paz,CHACO,Resistencia,Brown 249,,(03624) 425210/428446,,Lunes a Viernes de 8 a 13 hs,Legal,-27.488924,-58.925894
1642,Sindicato Para Las Amas De Casa,CHACO,Resistencia,Arturo Illia 1389,,(03624) 433370,amasdecasa05@yahoo.com.ar,Lunes a Viernes de 8 a 12 y de 16 a 20 hs,Organización no gubernamental,-27.463561,-58.976124
1643,Fundación Para Las Amas De Casa,CHACO,Resistencia,Wilde 12,,(0362) 4434045,,,Organización no gubernamental,-27.447126,-58.990771
1644,Ayudas Mujeres Grupo,CHACO,Resistencia,"Manzana T2, Casa 42",,Sin teléfono de linea,,,Organización no gubernamental,-27.511320,-58.942418
1645,Centro De Salud,CHACO,Barranqueras,Lapacho 201 - Barrio Las Malvinas,,(0362) 4480091,,24 hs,Salud,-27.482300,-58.933411
1646,Centro De Salud,CHACO,Barranqueras,Tatane y Marmol – Barrio 500 Viviendas,,(0362) 4480584,,24 hs,Salud,-27.482301,-58.933412
1647,Centro De Salud,CHACO,Barranqueras,Soberanía y Calle 30,,(03624) 488131,,24 hs,Salud,-27.482302,-58.933413
1648,Centro De Atención Primaria Salud,CHACO,Barranqueras,Belgrano S/N,,(0362) 4488604,,24 hs,Salud,-27.4823,-58.933411
1649,Centro De Salud,CHACO,Barranqueras,Fray Mocho y Gabardini - Barrio La Lomita,,(0362) 4488606,,24 hs,Salud,-27.482304,-58.933415
1650,Centro De Salud,CHACO,Barranqueras,Avenida 9 De Julio 5400,,(0362) 4410111,,24 hs,Salud,-27.482305,-58.933416
1651,Centro De Salud,CHACO,Barranqueras,Pasteur 4190 (Esquina Sabatini),,(0362) 4488612,,24 hs,Salud,-27.482306,-58.933417
1652,Comisaría 1°,CHACO,Barranqueras,Dorrego 830,,(0362) 480003,,24 hs,Comisaria,-27.482307,-58.933418
1653,Comisaría 2°,CHACO,Barranqueras,Hipólito Irigoyen 4525,,(0362) 481395,,24 hs,Comisaria,-27.482308,-58.933419
1654,Comisaría 3°,CHACO,Barranqueras,Algarrobo 1190,,(0362) 488620,,24 hs,Comisaria,-27.482309,-58.933420
1655,Centro De Salud,CHACO,Fontana,Avenida Alvear 6000,,(0362) 4468557,,Lunes a Viernes de 7 a 19 hs,Salud,-27.416380,-59.032291
1656,Centro De Salud,CHACO,Fontana,"Cacique Pelaya, Sector 2",,(0362) 4468560,,Lunes a Viernes de 7 a 19 hs,Salud,-27.416381,-59.032292
1657,Centro De Referencia,CHACO,Fontana,9 De Julio 350,,(0362) 4468560,,24 hs,Salud,-27.416382,-59.032293
1658,Centro De Salud,CHACO,Fontana,Juan Domingo Perón 3300,,(0362) 4468560,,Lunes a Viernes de 6 a 20 hs,Salud,-27.416383,-59.032294
1659,Comisaría,CHACO,Fontana,9 De Julio 399,,(0362) 4475067,,24 hs,Comisaria,-27.416384,-59.032295
1660,Comisaría,CHACO,Fontana,Florián 444,,(0362) 385415,,24 hs,Comisaria,-27.416385,-59.032296
1661,Juzgado De Paz,CHACO,Fontana,9 De Julio y Salta,,(03624) 4475063,,Lunes a Viernes de 8 a 13 hs,Legal,-27.416386,-59.032297
1662,Hospital “Colonia Baranda”,CHACO,Colonia Baranda,Ruta 13 S/N,,(03624) 452922,,24 hs,Salud,-27.566670,-59.299999
1663,Comisaria Puerto Vilelas,CHACO,Puerto Vilelas,San Martín Prolongación,,(0362) 4410325,,24 hs,Salud,-27.514355,-58.937248
1664,"Hospital ""Dr. José Arce""",CHACO,Las Garcitas,Brown S/N,,(03725) 497019,,24 hs,Salud,-26.618433,-59.802658
1665,Hospital “Sargento Cabral”,CHACO,Colonia Elisa,Corrientes S/N,,(03734) 491001,,24 hs,Salud,-26.932980,-59.532162
1666,"Hospital Rural ""Charadai”",CHACO,Charadai,Planta Urbana,,Sin teléfono de linea,,24 hs,Salud,-27.655981,-59.859997
1667,Área Mujer,CHUBUT,Cholila,Avenida 15 de Diciembre (Manzana 57),,(02945) 498040,,Lunes a Viernes de 8 a 13 hs,Mujer,-42.51216600000001,-71.44767790000003
1668,Hospital De Cholila,CHUBUT,Cholila,15 de diciembre y Los Pinos,,(02945) 498022,,24 hs,Salud,-42.51216,-71.4476779
1669,Área Mujer,CHUBUT,El Maiten,Córdoba y San Martín,,"(02945) 495150 (internos: 222, 229 y 230) hasta las 14 hs. Servicio de proteccion de derechos (02945) 495118",DISCAPELMAITEN@YAHOO.COM ESTAFANIAUGARTE@HOTMAIL.COM,Lunes a Viernes de 8 a 13 hs,Mujer,-45.8610593,-67.5056998
1670,Área Mujer,CHUBUT,Lago Puelo,Avenida 2 de Abril,,Sin teléfono de linea,AREADELAMUJERLAGOPUELO@GMAIL.COM,Lunes a Viernes de 8 a 13 hs,Mujer,-42.0631278,-71.5995129
1672,Comisaría De La Mujer,CHUBUT,Comodoro Rivadavia,Avenida Hipólito Irigoyen 2200,,(0297) 4471994/4843000,,24 hs,Comisaria Mujer,-45.8797022,-67.5097457
1673,Policía Comunitaria,CHUBUT,Comodoro Rivadavia,Tripulación Grandul 548,,(0297) 4483308,,24 hs,Comisaria,-45.8820828,-67.52935609999997
1674,Hospital Regional De Comodoro Rivadavia,CHUBUT,Comodoro Rivadavia,Avenida Hipolito Yrigoyen 950,,(0297) 4442235/2300/2222,,24 hs,Salud,-45.8674585,-67.48743060000004
1675,Centro De Adolescencia,CHUBUT,Comodoro Rivadavia,Yrigoyen 950,,(0297) 4445329,,24 hs,Salud,-45.8674585,-67.48743060000004
1677,Área Mujer,CHUBUT,Camarones,San Martín 570,,(0297) 496340,,Lunes a Viernes de 8 a 13 hs,Mujer,-44.7940102,-65.72296140000003
1678,Área Mujer,CHUBUT,Corcovado,Avenida San Martín S/N,,(02945) 494953,,Lunes a Viernes de 8 a 13 hs,Mujer,-45.8610593,-67.5056998
1679,Consejo Provincial De La Mujer,CHUBUT,Esquel,Avenida Alvear y 25 de Mayo,,Sin Teléfono,,Lunes a Viernes de 8 a 13 hs,Mujer,-42.909462,-71.31869510000001
1680,Comisaría De La Mujer,CHUBUT,Esquel,Libertad 1009,,(02945) 450952,,24 hs,Comisaria Mujer,-45.8777291,-67.53325569999998
1681,Centro De Adolescencia,CHUBUT,Esquel,Avenida Fontana y Don Bosco,,(02945) 451230,,Lunes a Viernes de 8 a 14 hs,Niñez / Familia,-42.9089851,-71.32385250000004
1682,Centro De Día,CHUBUT,Esquel,Ameghino 1358,,(02945) 451131,,Lunes a Viernes de 8 a 13 hs,Niñez / Familia,-42.9130923,-71.31459210000003
1683,Servicio De Protección De Derechos,CHUBUT,Trevelin,20 de Noviembre y San Martin,,(02945) 480057,,Lunes a Viernes de 8 a 13 hs,Legal,-43.0792209,-71.4643127
1684,Dirección De Acción Social,CHUBUT,Gaiman,San Lorenzo y Azopardo,,(0280) 4491912,,Lunes a Viernes de 8 a 14 hs,Mujer,-43.2896309,-65.4921875
1685,Policía Comunitaria,CHUBUT,Gaiman,Eugenio Tello 712,,(0280) 4491017,,24 hs,Comisaria,-43.2896309,-65.4921875
1688,Centro Integral De La Mujer Rawson,CHUBUT,Rawson,Constitución y Tacuarí,,(0280) 4485110,MONICAADRIANAMOLINA@HOTMAIL.COM,Lunes a Viernes de 8 a 13 hs,Mujer,-43.310215,-65.10943600000001
1689,Comisaría De La Mujer,CHUBUT,Rawson,Pedro Martínez 139,,(0280) 4486021,,24 hs,Comisaria Mujer,-43.30081990000001,-65.10937769999998
1690,Policía Comunitaria,CHUBUT,Rawson,Pasaje Ruselli 447,,(0280) 482635,,24 hs,Comisaria,-43.2998581,-65.09948729999996
1691,Hospital Subzonal Santa Teresita,CHUBUT,Rawson,Julio Roca 545,,(0280) 4481260 (interno: 211),,24 hs,Salud,-43.296743,-65.10719369999998
1692,Centro De Adolescencia,CHUBUT,Rawson,Julio Roca 534,,(0280) 4483549,,Lunes a Viernes de 8 a 14 hs,Niñez / Familia,-43.29665139999999,-65.10701610000001
1693,Área Mujer Trelew (Casa de La Mujer),CHUBUT,Trelew,Mariano Norte y Juan Evans,,(0280) 4435876,CASADELAMUJER@TRELEW.GOV.AR,Lunes a Viernes de 8 a 13 hs,Mujer,-43.2419662,-65.3028564
1694,Comisaría De La Mujer,CHUBUT,Trelew,Pasaje San Juan 345,,(0280) 4423557,,24 hs,Comisaria Mujer,-43.2467023,-65.31704230000002
1695,Centro De Adolescencia,CHUBUT,Trelew,Moreno 350,,(0280) 4426773,,Lunes a Viernes de 8 a 13 hs,Niñez / Familia,-43.2511736,-65.3036118
1696,Centro De Día,CHUBUT,Trelew,Paraguay 237,,(0280) 4423673,,Lunes a Viernes de 8 a 13 hs,Niñez / Familia,-43.25708280000001,-65.30731070000001
1698,"Centro De Emergencias, A Cargo Del Área Social.",CHUBUT,Rio Pico,Avenida San Martín S/N,,(02945) 586691 Tel. Intendencia: (02945) 492011/ Servicio de Protección de derechos (02945) 492003,SPDRIOPICO@HOTMAIL.COM,Lunes a Viernes de 8 a 13 hs,Mujer,-44.2172203,-71.350708
1699,Área Mujer,CHUBUT,San Jose De San Martin,Ameghino 523,,(0297) 4893401 (interno: 130),SDHYCS@COLONIASARMIENTO.GOV.AR,Lunes a Viernes de 7 a 13 hs,Mujer,-44.049179,-70.45442
1700,Área Mujer,CHUBUT,Puerto Madryn,"9 de Julio 285 (1° P, oficina 1 y 2)",,Sin teléfono de linea,GENEROYPARTICIPACION@MADRYN.GOV.AR BLOG: PARTICIPACIONYEQUIDAD.BLOGSPOT.COM.AR FACEBOOK: IGUALDAD PARA PREVENIR LA VIOLENCIA,Lunes a Viernes de 8 a 13 hs,Mujer,-45.8639879,-67.47832269999998
1701,Comisaría De La Mujer,CHUBUT,Puerto Madryn,9 De Julio 443,,(0280) 4450987,,24 hs,Comisaria Mujer,-45.8639879,-67.47832269999998
1702,Policía Comunitaria,CHUBUT,Puerto Madryn,Avenida Gales 1220,,(0280) 4456443,,24 hs,Comisaria,-45.8679199,-67.5
1703,Centro De Adolescencia,CHUBUT,Puerto Madryn,Roberto Gómez 383,,(0280) 4451387,,Lunes a Viernes de 8 a 13 hs,Niñez / Familia,-45.8679199,-67.5
1704,Departamento De Promoción Humana Y Social De La Municipalidad,CÓRDOBA,Colonia Caroya,Don Bosco 3950,,(03525) 461180/461188,,Lunes a Viernes de 7:30 a 13:30 hs,Mujer,-31.033630,-64.083252
1705,Mesa De Entrada De Violencia Familiar,CÓRDOBA,Jesus Maria,Sarmiento 475,,(03525) 421786/421639 (interno: 61092),,Lunes a Viernes de 8 a 13 hs,Mujer,-31.415889,-64.146518
1706,Hospital Provincial,CÓRDOBA,La Calera,Pasaje Bolivia S/N,,(03543) 469667/666,,24 hs,Salud,-31.345556,-64.338333
1708,Municipalidad,CÓRDOBA,La Calera,Avenida San Martín y Saúl Moyano,,(03543) 469660/62,,Lunes a Viernes de 9 a 13 hs,Mujer,-31.338120,-64.348093
1709,Consejo Local De La Mujer,CÓRDOBA,La Calera,Rivadavia 211,,(03543) 469696,,Lunes a Viernes de 8 a 14 hs,Mujer,-31.422600,-64.488613
1710,Centro De Salud,CÓRDOBA,La Granja,Avenida Los Fresnos S/N,,(03525) 498121,,Martes y Jueves de 9 a 13 hs,Mujer,-31.016670,-64.266670
1711,Acción Social,CÓRDOBA,La Granja,Avenida Los Fresnos S/N,,(03525) 491212,,Lunes a Viernes de 8 a 13 hs,Mujer,-31.016670,-64.266670
1712,Dirección De Desarrollo Y Promoción Humana - Área Social Municipal,CÓRDOBA,Rio Ceballos,Pasaje Serrano 85,,(03543) 458051,,Lunes a Viernes de 8 a 17 hs,Mujer,-31.165470,-64.333191
1713,Centro De Salud,CÓRDOBA,Rio Ceballos,Kennedy 212,,(03543) 451087,,24 hs,Salud,-31.165470,-64.333191
1714,Dirección De Violencia Familiar Del Ministerio De Desarrollo Social,CÓRDOBA,Córdoba,Avenida Emilio Olmos 175,,(0351) 4342188/0800-888-9898,,24 hs,Mujer,-31.414349,-64.180797
1715,Consejo Provincial De Mujeres,CÓRDOBA,Córdoba,Colón 297,,Sin Teléfono,,Lunes a Viernes de 8 a 13 hs,Mujer,-31.412373,-64.187312
1716,Unidad De Desarrollo Regional,CÓRDOBA,Cruz Del Eje,Moreno 197,,Sin teléfono de linea,,Lunes a Viernes de 8 a 13 hs,Mujer,-30.721123,-64.809898
1717,Mesa De Entrada De Violencia Familiar,CÓRDOBA,Cruz Del Eje,Vicente Olmos 550,,(03549) 423818/422479,,Lunes a Viernes de 8 a 13 hs,Mujer,-30.721123,-64.809898
1718,Hospital Ernesto Romagosa,CÓRDOBA,Dean Funes,Colón 247,,(03521) 426223/31 (interno: 104),,24 hs,Salud,-31.232072,-64.301729
1719,Mesa De Entrada De Violencia Familiar,CÓRDOBA,Dean Funes,9 de Julio 221,,(03521) 429000 (interno: 58101),,Lunes a Viernes de 8 a 13 hs,Mujer,-30.422497,-64.352776
1720,Unidad De Desarrollo Regional,CÓRDOBA,Dean Funes,Rivadavia 14,,(03521) 423901,,Lunes a Viernes de 8 a 18 hs,Niñez / Familia,-30.422497,-64.352776
1721,Mesa De Entradas De Violencia Familiar,CÓRDOBA,Marcos Juarez,Lardizabal 1750,,(03472) 443080 al 84 (internos: 65201/426643/427162),,Lunes a Viernes de 8 a 13 hs,Legal,-32.696197,-62.116147
1722,Programa De Violencia Familiar De Marcos Juárez,CÓRDOBA,Marcos Juarez,25 De Mayo 424,,Sin Teléfono,,Lunes a Viernes de 8 a 12 hs,Mujer,-32.694009,-62.103437
1723,Mesa De Entrada De Violencia Familiar,CÓRDOBA,Carlos Paz,José Hernández 35,,(03541) 426286/425271 (interno: 55171),,Lunes a Viernes de 8 a 13 hs,Mujer,-31.422290,-64.505838
1724,Unidad De Asistencia Integral En Violencia Familiar Del Ministerio De Desarrollo Social,CÓRDOBA,Cosquin,Perón 559,,(03541) 454902,,Lunes a Viernes de 8 a 13 hs,Mujer,-31.242413,-64.462608
1725,Mesa De Entradas De Violencia Familiar,CÓRDOBA,Cosquin,Tucumán (Esquina Catamarca),,Sin Teléfono,,Lunes a Viernes de 8 a 13 hs,Mujer,-31.242413,-64.462608
1726,Unidad De Desarrollo Regional,CÓRDOBA,Cosquin,Juan B. Justo S/N (Esquina Uruguay),,(03541) 459627,,Lunes a Viernes de 8 :30 a 18 hs,Niñez / Familia,-31.242413,-64.462608
1727,Municipalidad,CÓRDOBA,Alcira Gigena,San Martin 595,,(0358) 4969610,,Lunes a Viernes de 8 a 13 hs,Mujer,-32.754124,-64.333733
1728,Hospital Municipal,CÓRDOBA,Alcira Gigena,Pedro Caviglio 145,,(0358) 4969614,,24 hs,Salud,-32.754124,-64.333733
1729,Unidad Integral De Violencia Familiar,CÓRDOBA,Berrotaran,España 37,,(0358) 4941500,,"Lunes, Miércoles y Viernes de 8 a 15 hs",Mujer,-32.449554,-64.388596
1730,Dirección De Violencia Familiar,CÓRDOBA,Rio Cuarto,Balcarce y Caseros,,(0358) 4755539,,Lunes a Viernes de 8 a 13 hs,Mujer,-33.132019,-64.349670
